name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
You Can Count on Me (2000)            ,"7.7 based on 22,121 user ratings",2000-12-22,Kenneth Lonergan,"Laura Linney,Matthew Broderick,Mark Ruffalo",85,230 user,122 critic,NA,"bank,single-mother,new-york,car-accident,cheating-husband",Drama,"Rated R for language, some drug use and a scene of sexuality",USA,English,1200000,118170(USA),9180275,111,Color,1.85:1
The Last Castle (2001)            ,"6.9 based on 57,015 user ratings",2001-10-19,Rod Lurie,"Robert Redford,James Gandolfini,Mark Ruffalo",43,281 user,110 critic,2,"general,prison,colonel,military,three-star-general","Action,Drama,Thriller",Rated R for language and violence,USA,English,60000000,7088213(USA),18208078,131,Color,2.35:1
The Grey Zone (2001)            ,"7.1 based on 8,618 user ratings",2001-11-30,Tim Blake Nelson,"David Arquette,Velizar Binev,David Chandler",58,104 user,51 critic,NA,"jew,auschwitz,prisoner,jewish,gas-chamber","Drama,History,War","Rated R for strong holocaust violence, nudity and language",USA,"English,German",5000000,24526(USA),507443,108,Color,1.85:1
Friends and Family (2001)            ,"6.4 based on 1,289 user ratings",2004-06-17,NA,NA,36,31 user,15 critic,NA,"gay,new-york-city,surprise-visit,catholic,party","Comedy,Crime",NA,USA,"English,Italian",NA,NA,NA,87,Color,NA
The Center of the World (2001)            ,"5.9 based on 4,012 user ratings",2001-05-18,Wayne Wang,"Shane Edelman,Balthazar Getty,Molly Parker",44,67 user,66 critic,NA,"money,dancer,millionaire,friend,flashback","Drama,Romance",NA,USA,English,NA,67809(USA),1096037,88, Black and White,1.85:1
Mockingbird Don't Sing (2001)            ,"6.5 based on 1,509 user ratings",2001-05-04,NA,NA,NA,40 user,5 critic,NA,"1970s,child-abuse,malnutrition,refusing-to-eat,mother-daughter-relationship","Biography,Drama",NA,USA,"American Sign Language,English",3000000,NA,NA,98,Color,2.35:1
Dogtown and Z-Boys (2001)            ,"7.7 based on 10,353 user ratings",2002-05-10,Stacy Peralta,"Sean Penn,Jay Adams,Tony Alva",76,88 user,86 critic,NA,"skateboarding,surfer,california,playground,drought","Documentary,Sport",Rated PG-13 for language and some drug references,USA,English,NA,103355(USA),1293295,91, Black and White,1.37:1
America's Sweethearts (2001)            ,"5.7 based on 47,514 user ratings",2001-07-20,Joe Roth,"Julia Roberts,John Cusack,Billy Crystal",44,344 user,142 critic,4,"press,love,publicist,movie-star,actor","Comedy,Romance","Rated PG-13 for language, some crude and sexual humor",USA,English,48000000,30181877(USA),93607673,102,Color,2.35:1
An American Rhapsody (2001)            ,"6.9 based on 3,283 user ratings",2002-02-28,Éva Gárdos,"Nastassja Kinski,Scarlett Johansson,Raffaella Bánsági",51,44 user,29 critic,NA,"hungarian,usa,1950s,american-red-cross,girl",Drama,Rated PG-13 for some violent content and thematic material,"USA,Hungary","English,Hungarian",NA,40200(USA),850023,106, Black and White,1.85:1
Someone Like You... (2001)            ,"6.1 based on 19,688 user ratings",2001-03-30,Tony Goldwyn,"Ashley Judd,Greg Kinnear,Hugh Jackman",32,167 user,92 critic,NA,"roommate,apartment,upskirt,girl-in-panties,thong-panties","Comedy,Romance","Rated PG-13 for sexual content including dialogue, and for some language",USA,English,23000000,10010600(USA),27338033,97,Color,1.85:1
Rush Hour 2 (2001)            ,"6.6 based on 160,163 user ratings",2001-08-03,Brett Ratner,"Jackie Chan,Chris Tucker,John Lone",48,394 user,127 critic,1,"vacation,hong-kong,triad,gang,boat","Action,Comedy,Crime,Thriller","Rated PG-13 for action violence, language and some sexual material","USA,Hong Kong","English,Mandarin,Cantonese",90000000,£2286253(UK),226138454,90,Color,2.35:1
Along Came a Spider (2001)            ,"6.3 based on 59,135 user ratings",2001-04-06,NA,NA,42,316 user,133 critic,1,"school,partner,secret-service,kidnapping,ransom","Crime,Drama,Thriller",Rated R for violence and language,"USA,Germany,Canada","English,Russian",60000000,16712407(USA),74058698,104,Color,2.35:1
Murder on a Sunday Morning (2001)            ,"8.1 based on 3,241 user ratings",2003-02-26,NA,NA,NA,28 user,8 critic,NA,"florida,trial,murder,jacksonville-florida,black-american","Crime,Documentary",NA,"France,USA",English,NA,NA,NA,111,Color,1.85:1
L.I.E. (2001)            ,"7.2 based on 8,499 user ratings",2002-11-29,NA,NA,73,109 user,64 critic,NA,"ephebophile,shaving,playing-hooky,pedophilia,pederasty","Crime,Drama",Rated NC-17 for some explicit sexual content,USA,English,700000,82530(USA),1141829,97,Color,1.85:1
Joe Somebody (2001)            ,"5.5 based on 8,424 user ratings",2001-12-21,John Pasquin,"Tim Allen,Julie Bowen,Kelly Lynch",42,85 user,54 critic,NA,"fight,bully,karate,divorce,co-worker","Comedy,Drama","Rated PG for language, thematic elements and some mild violence",USA,English,38000000,5377635(USA),22770864,98,Color,1.85:1
Scary Movie 2 (2001)            ,"5.2 based on 119,401 user ratings",2001-07-04,Keenen Ivory Wayans,"Anna Faris,Marlon Wayans,Antony Acker",29,548 user,127 critic,1,"blow-job,professor,exorcism,demon,priest",Comedy,"Rated R for strong sexual and gross humor, graphic language and some drug content","USA,Canada",English,45000000,20503356(USA),71277420,83,Color,1.85:1
Frailty (2001)            ,"7.3 based on 59,886 user ratings",2002-04-12,NA,NA,64,463 user,161 critic,3,"demon,religious-fanatic,fbi,fbi-agent,murder","Crime,Drama,Thriller",Rated R for violence and some language,"USA,Germany",English,11000000,4208655(USA),13103828,100,Color,1.85:1
Chelsea Walls (2001)            ,"5.1 based on 1,811 user ratings",2001-09-21,NA,NA,34,49 user,24 critic,NA,"painter,novelist,dancer,poet,hotel",Drama,Rated R for language,USA,English,100000,10003(USA),59675,109,Color,1.85:1
Chosen (2001)            ,"7.0 based on 4,069 user ratings",2001-05-10,NA,NA,NA,18 user,6 critic,NA,"one-word-title,car-chase,the-hire,promotional,product-placement","Action,Short",NA,USA,English,NA,NA,NA,6,Color,2.35:1
The Animal (2001)            ,"4.8 based on 47,315 user ratings",2001-06-01,Luke Greenfield,"Rob Schneider,Colleen Haskell,John C. McGinley",43,132 user,75 critic,NA,"cartoon-on-tv,seal-the-animal,forest,camera-focus-on-a-female-butt,hairy-buttocks","Comedy,Sci-Fi",Rated PG-13 for some crude and sexual humor,USA,English,22000000,19610520(USA),55762229,84,Color,1.85:1
Save the Last Dance (2001)            ,"6.1 based on 47,800 user ratings",2001-01-12,Thomas Carter,"Julia Stiles,Sean Patrick Thomas,Kerry Washington",53,320 user,101 critic,2,"dance,ghetto,hip-hop,dancing,imperative-in-title","Drama,Music,Romance","Rated PG-13 for violence, sexual content, language and brief drug references",USA,English,13000000,27526443(USA),91038276,112,Color,1.85:1
One Night at McCool's (2001)            ,"6.1 based on 25,900 user ratings",2001-04-27,Harald Zwart,"Liv Tyler,Matt Dillon,Mary Jo Smith",46,131 user,104 critic,NA,"detective,bartender,set-up,death,robbery","Comedy,Crime","Rated R for violence, sexuality and language",USA,"English,Spanish",NA,£424279(UK),6276532,93,Color,1.85:1
Command & Conquer: Yuri's Revenge (2001)            ,8.3 based on 844 user ratings,2001-10-15,NA,NA,NA,6 user,2 critic,NA,"scientist,russia,mad-scientist,mind-control,alternate-timeline","Action,Adventure,Comedy,Sci-Fi,War",NA,USA,English,NA,NA,NA,NA,Color,NA
All Over the Guy (2001)            ,"6.6 based on 3,887 user ratings",2002-03-07,Julie Davis,"Dan Bucatinsky,Richard Ruccolo,Sasha Alexander",46,87 user,16 critic,NA,"friend,date,love,best-friend,flashback","Comedy,Romance",Rated R for strong sexual content and language,USA,English,NA,12852(USA),1006969,95,Color,1.85:1
Batman Beyond: Return of the Joker (2000)            ,"7.9 based on 16,513 user ratings",2001-03-07,Curt Geda,"Will Friedle,Mark Hamill,Kevin Conroy",NA,75 user,20 critic,NA,"batman,clown,mentor,twin,secret","Animation,Action,Crime,Sci-Fi,Thriller",Rated PG-13 for violence,USA,English,NA,NA,NA,73,Color,1.33:1
Boys to Men (2001)            ,5.8 based on 292 user ratings,2001-03-16,NA,NA,NA,5 user,8 critic,NA,"gay-kiss,beach-house,gay-teenager,gay,male-prostitute",Drama,NA,USA,English,NA,16044(USA),144765,75,Color,NA
The Wedding Planner (2001)            ,"5.2 based on 61,193 user ratings",2001-01-26,Adam Shankman,"Jennifer Lopez,Matthew McConaughey,Bridgette Wilson-Sampras",33,229 user,108 critic,2,"wedding,wedding-planner,doctor,chick-flick,horseback-riding","Comedy,Romance",Rated PG-13 for language and some sexual humor,"Germany,USA","English,Italian",35000000,13510293(USA),60400856,103,Color,2.35:1
Joe Dirt (2001)            ,"5.9 based on 41,590 user ratings",2001-04-11,Dennie Gordon,"David Spade,Brittany Daniel,Dennis Miller",20,205 user,78 critic,2,"janitor,grand-canyon,first-part,indian,bathing-suit","Adventure,Comedy,Drama","Rated PG-13 for crude and sex-related humor, and for language",USA,English,17700000,8016008(USA),27087695,91,Color,1.85:1
Jeepers Creepers (2001)            ,"6.1 based on 86,673 user ratings",2001-08-31,NA,NA,49,984 user,190 critic,1,"demon,record-player,wings,gore,tattoo","Horror,Mystery","Rated R for terror violence/gore, language and brief nudity","Germany,USA",English,10000000,15831700(USA),37470017,90,Color,1.85:1
How High (2001)            ,"6.2 based on 42,562 user ratings",2001-12-21,NA,NA,29,102 user,34 critic,3,"smoke,pot,college,harvard,drugs","Comedy,Fantasy","Rated R for pervasive drug use and language, and for sexual dialogue",USA,English,12000000,9779850(USA),31155435,93,Color,1.85:1
Heartbreakers (2001)            ,"6.2 based on 44,121 user ratings",2001-03-23,NA,NA,47,216 user,116 critic,4,"millionaire,bank,scam,money,infidelity","Comedy,Crime,Romance",Rated PG-13 for sex-related content including dialogue,USA,"English,Russian",35000000,11801323(USA),40334024,123,Color,2.35:1
Bubble Boy (2001)            ,"5.6 based on 25,500 user ratings",2001-08-24,Blair Hayes,"Jake Gyllenhaal,Swoosie Kurtz,Marley Shelton",41,181 user,47 critic,3,"niagara-falls,plastic-bubble,wedding,hand-on-butt,cigarette-smoking","Adventure,Comedy,Romance,Sci-Fi",Rated PG-13 for language and crude sexual humor,USA,English,13000000,2038349(USA),5002310,84,Color,2.35:1
Storytelling (2001)            ,"6.9 based on 15,229 user ratings",2001-11-08,Todd Solondz,"Selma Blair,Leo Fitzpatrick,Robert Wisdom",50,130 user,107 critic,NA,"interracial-sex,high-school,college,turmoil,documentary-filmmaker","Comedy,Drama,Romance","Rated R for strong sexual content, language and some drug use",USA,"English,Spanish",NA,73688(USA),912442,87,Color,1.37:1
Spy Kids (2001)            ,"5.4 based on 84,166 user ratings",2001-03-30,Robert Rodriguez,"Alexa PenaVega,Daryl Sabara,Antonio Banderas",71,204 user,122 critic,1,"brother-sister-relationship,secret-agent,rescue,spy,espionage","Action,Adventure,Comedy,Family,Sci-Fi",Rated PG for action sequences,USA,"English,Spanish",35000000,26546881(USA),112692062,88,Color,1.85:1
The One (2001)            ,"5.9 based on 77,595 user ratings",2001-11-02,James Wong,"Jet Li,Carla Gugino,Delroy Lindo",25,294 user,98 critic,NA,"police,multiverse,fight,police-officer,prison","Action,Sci-Fi,Thriller",Rated PG-13 for intense action violence and some language,USA,English,49000000,19112404(USA),43905746,87,Color,2.35:1
Dracula 2000 (2000)            ,"4.9 based on 27,352 user ratings",2000-12-22,Patrick Lussier,"Gerard Butler,Justine Waddell,Jonny Lee Miller",26,365 user,122 critic,4,"van-helsing,dracula,painting,rescue,gothic","Action,Fantasy,Horror,Thriller","Rated R for violence/gore, language and some sexuality",USA,English,28000000,8636567(USA),33000377,99,Color,2.35:1
15 Minutes (2001)            ,"6.1 based on 42,507 user ratings",2001-03-09,John Herzfeld,"Robert De Niro,Edward Burns,Kelsey Grammer",34,266 user,151 critic,NA,"homicide,criminal,fire,detective,media","Action,Crime,Drama,Thriller","Rated R for strong violence, language and some sexuality","USA,Germany","English,Czech,Russian,Greek,Afrikaans",42000000,10523154(USA),24375436,120,Color,2.35:1
Birthday Girl (2001)            ,"6.1 based on 21,506 user ratings",2002-02-01,Jez Butterworth,"Nicole Kidman,Vincent Cassel,Ben Chaplin",51,159 user,111 critic,NA,"mail-order-bride,bank-clerk,bank,birthday,russian","Comedy,Crime,Thriller",Rated R for sexuality and language,"UK,USA","English,Russian",13000000,444615(Italy),4919896,93,Color,2.35:1
Don't Say a Word (2001)            ,"6.3 based on 40,314 user ratings",2001-09-28,Gary Fleder,"Michael Douglas,Sean Bean,Brittany Murphy",38,248 user,113 critic,3,"psychiatrist,post-traumatic-stress,voyeur,vomiting,mental-institution","Crime,Drama,Mystery,Thriller","Rated R for violence, including some gruesome images, and language","USA,Australia,Switzerland,Canada","English,Italian,Chinese",50000000,17090474(USA),54997476,113,Color,2.35:1
Hard Ball (2001)            ,"6.3 based on 22,623 user ratings",2001-09-14,Brian Robbins,"Keanu Reeves,Diane Lane,John Hawkes",48,131 user,85 critic,3,"gambling,little-league,coach,little-league-baseball,housing-project","Drama,Sport","Rated PG-13 for thematic elements, language and some violence","USA,Germany","English,German",21000000,9386342(USA),40219708,106,Color,1.85:1
Marlene Dietrich: Her Own Song (2001)            ,8.1 based on 280 user ratings,2002-03-21,NA,NA,NA,5 user,7 critic,NA,"singer,germany,world-war-two,united-states-army,theater","Documentary,Biography",NA,"Germany,USA","English,German,French,Hebrew",NA,NA,NA,100, Black and White,1.85:1
Kiss of the Dragon (2001)            ,"6.6 based on 53,067 user ratings",2001-07-06,Chris Nahon,"Jet Li,Bridget Fonda,Tchéky Karyo",58,254 user,116 critic,NA,"chinese,action-hero,one-man-army,forced-prostitution,title-spoken-by-character","Action,Crime,Drama,Thriller","Rated R for strong violence, language, some sexuality and drug content",France,"English,French,Mandarin",25000000,13304027(USA),36833473,98,Color,2.35:1
Jet Boy (2001)            ,7.3 based on 971 user ratings,2001-09-30,NA,NA,NA,14 user,5 critic,NA,"teenage-boy,ephebophile,man-boy-relationship,teenage-prostitution,gay",Drama,NA,"Canada,USA",English,CAD 1400000,NA,NA,99,Color,NA
Lady and the Tramp II: Scamp's Adventure (2001)            ,"5.9 based on 6,572 user ratings",2001-02-27,"Darrell Rooney,Jeannine Roussel","Scott Wolf,Alyssa Milano,Chazz Palminteri",NA,45 user,45 critic,NA,"dog,junkyard,dog-movie,cartoon-dog,second-part","Animation,Adventure,Family,Romance",NA,"USA,Australia",English,NA,NA,NA,69,Color,1.78:1/(highdefinition)
The Tailor of Panama (2001)            ,"6.1 based on 23,694 user ratings",2001-05-04,John Boorman,"Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis",66,213 user,104 critic,NA,"panama,spy,tailor,president,canal","Drama,Thriller","Rated R for strong sexuality, language and some violence","USA,Ireland","English,Spanish",18000000,1837068(USA),13491653,109,Color,2.35:1
The Safety of Objects (2001)            ,"6.6 based on 3,761 user ratings",2003-08-15,Rose Troche,"Glenn Close,Dermot Mulroney,Mary Kay Place",58,42 user,57 critic,NA,"train,divorce,watching-television,vomiting,light",Drama,Rated R for sexual content and language,"UK,USA,Canada",English,NA,86250(USA),319125,121,Color,2.35:1
Captain Corelli's Mandolin (2001)            ,"5.9 based on 28,069 user ratings",2001-08-17,John Madden,"Nicolas Cage,Penélope Cruz,John Hurt",36,220 user,96 critic,NA,"greek,italian,captain,island,love","Drama,Music,Romance,War","Rated R for some violence, sexuality and language","UK,France,USA","English,Greek,German,Italian",57000000,£1722799(UK),25528495,131,Color,2.35:1
Heist (2001)            ,"6.5 based on 28,003 user ratings",2001-11-09,David Mamet,"Gene Hackman,Rebecca Pidgeon,Danny DeVito",66,273 user,124 critic,NA,"heist,gang,crime-boss,thief,swiss","Action,Crime,Drama,Thriller",Rated R for language and some violence,"Canada,USA",English,35000000,7823521(USA),47239,109,Color,1.85:1
Things Behind the Sun (2001)            ,"7.2 based on 1,166 user ratings",2001-01-24,NA,NA,NA,36 user,10 critic,NA,"singer,memory,lawn,beach,judge","Drama,Music","Rated R for strong sexual violence, sexuality, language and substance abuse",USA,English,NA,NA,NA,120,Color,1.85:1
Angel Eyes (2001)            ,"5.6 based on 19,672 user ratings",2001-05-18,Luis Mandoki,"Jennifer Lopez,Jim Caviezel,Jeremy Sisto",39,180 user,106 critic,NA,"mysterious-man,love,fate,gun,apartment","Drama,Romance","Rated R for language, violence and a scene of sexuality",USA,English,38000000,9225575(USA),24044532,102,Color,1.85:1
Voyeur Confessions (2001)            ,6.0 based on 71 user ratings,2001-06-30,NA,NA,NA,2 user,1 critic,NA,"voyeurism,fellatio,topless-female-nudity,erotica,simulated-sex",Drama,Rated R for strong pervasive sexual content,USA,English,NA,NA,NA,95,Color,NA
Final Fantasy: The Spirits Within (2001)            ,"6.4 based on 72,183 user ratings",2001-07-11,"Hironobu Sakaguchi,Motonori Sakakibara","Alec Baldwin,Steve Buscemi,Ming-Na Wen",49,788 user,166 critic,4,"scientist,year-2065,soldier,military,general","Animation,Action,Adventure,Fantasy,Romance,Sci-Fi",Rated PG-13 for sci-fi action violence,"USA,Japan",English,137000000,11408853(USA),32131830,106,Color,1.85:1
Head Over Heels (2001)            ,"5.3 based on 11,679 user ratings",2001-02-02,Mark Waters,"Monica Potter,Freddie Prinze Jr.,Shalom Harlow",27,104 user,61 critic,NA,"model,apartment,fast-motion-scene,private-investigation,suspected-murder","Comedy,Mystery,Romance","Rated PG-13 for sexual content, crude humor and language",USA,"English,Russian",14000000,4804595(USA),10397365,86,Color,2.35:1
Tomcats (2001)            ,"5.3 based on 15,413 user ratings",2001-03-30,Gregory Poirier,"Shannon Elizabeth,Jerry O'Connell,Jake Busey",15,121 user,75 critic,NA,"box-office-flop,critically-bashed,dominatrix,money,friend",Comedy,"Rated R for strong sexual content including dialogue, and for language",USA,English,11000000,6406076(USA),13558739,95,Color,1.85:1
Edges of the Lord (2001)            ,"7.0 based on 3,009 user ratings",2001-10-12,NA,NA,NA,40 user,11 critic,NA,"peasant,nazi,boy,prayer,farmer","Crime,Drama,Romance,War",Rated R for some violence and sexual content,"USA,Poland",English,7500000,NA,NA,95,Color,1.85:1
Sugar & Spice (2001)            ,"5.6 based on 11,543 user ratings",2001-01-26,Francine McDougall,"Marla Sokoloff,Marley Shelton,Melissa George",48,112 user,72 critic,4,"cheerleader,quarterback,cheerleading-squad,high-school,video-store","Comedy,Crime","Rated PG-13 for language, sex-related humor and some thematic elements",USA,English,11000000,6025113(USA),13276953,81,Color,2.35:1
The Simpsons: Night of the Living Treehouse of Horror (2001)            ,7.3 based on 58 user ratings,2001-03-26,NA,NA,NA,2 user,NA,NA,"halloween,the-simpsons,character-name-in-title","Action,Adventure,Comedy,Fantasy,Horror",NA,USA,English,500000,NA,NA,NA,Color,NA
Mind Meld: Secrets Behind the Voyage of a Lifetime (2001)            ,8.1 based on 244 user ratings,2001-11-06,NA,NA,NA,8 user,NA,NA,"star-trek,memory,nine-word-title,colon-in-title,friendship-between-men","Documentary,Sci-Fi",NA,USA,English,NA,NA,NA,75, Black and White,NA
Jason X (2001)            ,"4.4 based on 38,913 user ratings",2002-04-26,James Isaac,"Kane Hodder,Lexa Doig,Jeff Geddis",25,672 user,205 critic,4,"jason-voorhees,lake,scientist,slasher,machete","Action,Horror,Sci-Fi,Thriller","Rated R for strong horror violence, language and some sexuality","USA,Canada",English,11000000,6649006(USA),12610731,91,Color,1.85:1
Tortilla Soup (2001)            ,"6.5 based on 3,477 user ratings",2001-08-31,NA,NA,58,54 user,29 critic,NA,"mexican-american,chef,college-student,career-woman,divorcee","Comedy,Romance,Drama",Rated PG-13 for sexual content,USA,"English,Spanish",NA,653729(USA),4447014,102,Color,1.85:1
Kill Me Later (2001)            ,"6.4 based on 2,015 user ratings",2001-09-14,NA,NA,34,28 user,11 critic,NA,"police,hostage,heist,bridge,bank-robber","Crime,Drama,Thriller",Rated R for some language,USA,English,NA,NA,NA,89,Color,NA
Get Over It (2001)            ,"5.8 based on 15,606 user ratings",2001-03-09,Tommy O'Haver,"Kirsten Dunst,Ben Foster,Melissa Sagemiller",52,180 user,63 critic,NA,"basketball,love-triangle,high-school,shakespeare%27s-a-midsummer-night%27s-dream,dancer","Comedy,Romance","Rated PG-13 for some crude/sexual humor, teen drinking and language",USA,English,22000000,4134977(USA),11560259,87,Color,2.35:1
Valentine (2001)            ,"4.7 based on 20,446 user ratings",2001-02-02,Jamie Blanks,"Denise Richards,David Boreanaz,Marley Shelton",18,370 user,120 critic,NA,"valentine,dance,valentine%27s-day,revenge,nosebleed","Horror,Thriller","Rated R for strong horror violence, some sexuality and language",USA,English,10000000,10024648(USA),20384136,96,Color,2.35:1
Rejected (2000)            ,"8.2 based on 6,254 user ratings",2000-07-25,NA,NA,NA,46 user,4 critic,NA,"tearing-up-paper,rejection,fish-stick,disaster,crushed-to-death","Animation,Short,Comedy,Fantasy",NA,USA,"English,Swedish",NA,NA,NA,9,Color,1.37:1
The Affair of the Necklace (2001)            ,"6.1 based on 4,424 user ratings",2001-12-07,NA,NA,42,60 user,49 critic,NA,"queen,necklace,desire,revolution,letter","Drama,History,Romance",Rated R for some sexuality,USA,English,30000000,125523(USA),430313,NA,Color,2.35:1
The American Astronaut (2001)            ,"7.2 based on 2,569 user ratings",2001-01-20,NA,NA,51,52 user,37 critic,NA,"planet,written-and-directed-by-cast-member,musical-number,cult-film,black-comedy","Musical,Comedy,Sci-Fi",NA,USA,English,NA,6206(USA),33884,91, Black and White,1.85:1
From Hell (2001)            ,"6.8 based on 124,580 user ratings",2001-10-19,"Albert Hughes,Allen Hughes","Johnny Depp,Heather Graham,Ian Holm",54,541 user,208 critic,2,"jack-the-ripper,prostitute,opium,freemason,victorian-era","Horror,Mystery,Thriller","Rated R for strong violence/gore, sexuality, language and drug content",USA,English,35000000,11014818(USA),31598308,122,Color,2.35:1
Barbie in the Nutcracker (2001)            ,"6.1 based on 2,976 user ratings",2001-10-02,Owen Hurley,"Kelly Sheridan,Kirby Morrow,Tim Curry",NA,12 user,5 critic,NA,"princess,barbie,nutcracker,evil-king,fictional-war","Animation,Family,Musical",NA,USA,English,NA,NA,NA,55,Color,NA
3000 Miles to Graceland (2001)            ,"5.9 based on 38,042 user ratings",2001-02-23,Demian Lichtenstein,"Kurt Russell,Kevin Costner,Courteney Cox",21,400 user,113 critic,NA,"casino,gun,elvis-impersonator,rascal,heist","Action,Comedy,Crime,Thriller","Rated R for strong violence, sexuality and language",USA,English,42000000,7160521(USA),15738632,125,Color,2.35:1
The Deep End (2001)            ,"6.7 based on 9,747 user ratings",2001-08-31,"Scott McGehee,David Siegel","Tilda Swinton,Goran Visnjic,Jonathan Tucker",78,183 user,111 critic,NA,"investigation,gay,dead-body,murder-investigation,water","Crime,Drama,Mystery,Romance,Thriller","Rated R for some violence and language, and for a strong sex scene",USA,English,3000000,141852(USA),8821782,101,Color,2.35:1
Wet Hot American Summer (2001)            ,"6.7 based on 40,529 user ratings",2002-04-11,David Wain,"Janeane Garofalo,David Hyde Pierce,Michael Showalter",42,279 user,72 critic,873,"love,year-1981,rescue,waterfall,love-triangle","Comedy,Romance","Rated R for strong sexual content, language and a drug sequence",USA,English,5000000,17481(USA),292102,97,Color,1.85:1
The Glass House (2001)            ,"5.8 based on 25,430 user ratings",2001-09-14,Daniel Sackheim,"Diane Lane,Leelee Sobieski,Stellan Skarsgård",34,200 user,95 critic,4,"friend,death,car,car-accident,glass","Crime,Drama,Mystery,Thriller","Rated PG-13 for sinister thematic elements, violence, drug content and language",USA,"English,Spanish",30000000,5738448(USA),17951431,106,Color,2.35:1
Ghosts of Mars (2001)            ,"4.9 based on 42,923 user ratings",2001-08-24,John Carpenter,"Natasha Henstridge,Ice Cube,Pam Grier",35,460 user,156 critic,4,"martian,outer-space,nuclear-reactor,machine-gun,head-on-a-stake","Action,Horror,Sci-Fi","Rated R for strong violence/gore, language and some drug content",USA,English,28000000,3804452(USA),8434601,98,Color,2.35:1
Replicant (2001)            ,"5.3 based on 11,170 user ratings",2001-05-11,Ringo Lam,"Jean-Claude Van Damme,Michael Rooker,Catherine Dent",NA,102 user,39 critic,NA,"replicant,serial-killer,clone,fire,nsa","Action,Sci-Fi,Thriller","Rated R for strong violence, language and some sexuality",USA,English,17000000,NA,NA,100,Color,1.85:1
Tangled (2001)            ,"5.7 based on 2,079 user ratings",2001-11-02,Jay Lowi,"Rachael Leigh Cook,Shawn Hatosy,Jonathan Rhys Meyers",NA,32 user,7 critic,NA,"pubic-hair,male-pubic-hair,girl-in-underwear,male-frontal-nudity,weeds","Drama,Thriller","Rated R for language, sexuality and violence",USA,English,NA,NA,NA,100,Color,1.85:1
Finder's Fee (2001)            ,"6.5 based on 1,891 user ratings",2001-06-19,Jeff Probst,"Erik Palladino,Ryan Reynolds,Dash Mihok",NA,26 user,8 critic,NA,"lottery,lottery-ticket,poker,punctuation-in-title,apostrophe-in-title","Drama,Thriller",Rated R for language,"Canada,USA",English,NA,NA,NA,100,Color,1.85:1
Ambush (2001)            ,"7.2 based on 3,942 user ratings",2001-04-26,NA,NA,NA,21 user,6 critic,NA,"secret-agent,car-chase,the-hire,promotional,product-placement","Action,Short",NA,USA,English,NA,NA,NA,6,Color,2.35:1
The Invisible Circus (2001)            ,"5.7 based on 2,687 user ratings",2001-02-23,Adam Brooks,"Jordana Brewster,Cameron Diaz,Christopher Eccleston",40,50 user,48 critic,NA,"suicide,father,europe,paris-france,sex",Drama,"Rated R for sexuality, language and drug content",USA,English,NA,55388(USA),55388,93,Color,1.85:1
Black Knight (2001)            ,"4.8 based on 30,718 user ratings",2001-11-21,Gil Junger,"Martin Lawrence,Marsha Thomason,Tom Wilkinson",32,164 user,46 critic,NA,"knight,sword-duel,time-travel,king,14th-century","Adventure,Comedy,Fantasy","Rated PG-13 for language, sexual/crude humor and battle violence",USA,English,50000000,11102948(USA),33422806,95,Color,2.35:1
Dr. Dolittle 2 (2001)            ,"4.6 based on 33,834 user ratings",2001-06-22,Steve Carr,"Eddie Murphy,Cedric the Entertainer,Kristen Wilson",49,79 user,91 critic,NA,"bear,doctor,second-part,man-with-glasses,false-accusation","Comedy,Family,Fantasy",Rated PG for language and crude humor,USA,English,72000000,25037039(USA),112950721,87,Color,2.35:1
Tom Clay Jesus (2001)            ,6.4 based on 57 user ratings,2001-06-16,NA,NA,NA,2 user,1 critic,NA,"one-night-stand,laundry,gay-sex,gay-interest,dating",Short,NA,USA,NA,NA,NA,NA,17,NA,NA
What's the Worst That Could Happen? (2001)            ,"5.5 based on 12,444 user ratings",2001-06-01,Sam Weisman,"Martin Lawrence,Danny DeVito,John Leguizamo",37,84 user,64 critic,NA,"thief,ring,businessman,washington-d.c.,vulgarity","Comedy,Crime",Rated PG-13 for language and sexual content,USA,"English,American Sign Language",45000000,13049114(USA),32095318,94,Color,1.85:1
Tremors 3: Back to Perfection (2001)            ,"5.4 based on 11,679 user ratings",2001-10-02,Brent Maddock,"Michael Gross,Shawn Christian,Susan Chuang",NA,98 user,55 critic,NA,"graboids,shriekers,nevada,monster,desert","Action,Comedy,Horror,Sci-Fi,Thriller",Rated PG for sci-fi violence and language,USA,English,NA,NA,NA,104,Color,1.78:1
Mimic 2 (2001)            ,"4.5 based on 3,910 user ratings",2001-07-17,Jean de Segonzac,"Alix Koromzay,Bruno Campos,Will Estes",NA,40 user,36 critic,NA,"new-york-city,insect,second-part,impersonating-a-police-officer,shapeshifting","Horror,Thriller,Sci-Fi",Rated R for violence/gore and language,USA,English,10000000,NA,NA,82,Color,1.85:1
The Matrix Revisited (2001)            ,"7.4 based on 2,557 user ratings",2001-11-20,Josh Oreck,"Lorenzo di Bonaventura,Joel Silver,Bill Pope",NA,7 user,12 critic,NA,"interview,behind-the-scenes,alternate-reality,stylized-violence,action-violence",Documentary,NA,USA,English,NA,NA,NA,123,Color,1.33:1
